ID_VENDA;ID_PRODUTO;QUANTIDADE;VALOR_UNITARIO_VENDA_PRODUTO;VALOR_VENDA_PRODUTO
2799;1;1;48,50;48,50
2799;24;1;58,20;58,20
2800;9;2;384,00;768,00
2800;10;2;78,40;156,80
2801;1;1;46,50;46,50
2802;7;3;343,00;1.029,00
2803;9;2;388,00;776,00
2804;16;1;271,60;271,60
2805;20;3;24,50;73,50
2805;1;1;49,00;49,00
2806;18;3;99,00;297,00
2807;14;2;184,30;368,60
2807;4;1;180,00;180,00
2807;19;1;155,20;155,20
2808;21;1;102,30;102,30
2808;2;1;120,00;120,00
2809;21;1;102,30;102,30
2810;9;5;392,00;1.960,00
2810;1;2;48,50;97,00
2811;30;3;90,00;270,00
2812;9;1;400,00;400,00
2813;9;2;392,00;784,00
2813;7;1;343,00;343,00
2813;14;4;176,70;706,80
2814;20;1;25,00;25,00
2815;19;2;150,40;300,80
2815;20;3;25,00;75,00
2815;20;2;23,25;46,50
2815;25;2;180,00;360,00
2816;19;2;160,00;320,00
2817;20;1;25,00;25,00
2817;2;2;117,60;235,20
2818;4;2;172,80;345,60
2819;9;1;388,00;388,00
2820;22;1;29,10;29,10
2821;14;1;184,30;184,30
2822;2;1;116,40;116,40
2823;22;1;30,00;30,00
2823;2;2;111,60;223,20
2824;14;1;190,00;190,00
2825;16;3;280,00;840,00
2825;1;1;48,50;48,50
2826;21;1;108,90;108,90
2827;13;1;135,80;135,80
2828;1;1;48,50;48,50
2829;16;2;271,60;543,20
2830;16;2;274,40;548,80
2831;22;2;27,90;55,80
2832;20;2;24,50;49,00
2832;1;1;46,50;46,50
2832;2;2;116,40;232,80
2832;5;2;300,00;600,00
2832;24;1;60,00;60,00
2832;19;1;155,20;155,20
2833;19;2;155,20;310,40
2833;1;1;50,00;50,00
2833;6;2;150,00;300,00
2834;1;2;50,00;100,00
2835;5;1;291,00;291,00
2835;1;2;50,00;100,00
2835;2;1;116,40;116,40
2836;1;2;48,50;97,00
2837;1;2;48,50;97,00
2837;18;1;95,00;95,00
2838;18;2;93,00;186,00
2839;20;1;24,25;24,25
2840;2;2;116,40;232,80
2840;20;1;24,25;24,25
2840;20;2;24,25;48,50
2840;14;1;184,30;184,30
2840;23;1;245,00;245,00
2841;14;3;184,30;552,90
2841;1;1;48,00;48,00
2841;21;1;102,30;102,30
2841;2;5;116,40;582,00
2841;19;1;155,20;155,20
2842;12;2;190,00;380,00
2842;2;3;116,40;349,20
2842;25;1;174,60;174,60
2842;7;2;343,00;686,00
2843;12;1;190,00;190,00
2843;25;2;176,40;352,80
2843;7;1;343,00;343,00
2843;4;1;174,60;174,60
2844;1;1;50,00;50,00
2845;15;3;87,30;261,90
2846;20;1;25,00;25,00
2846;24;1;58,20;58,20
2846;8;3;213,40;640,20
2847;13;1;135,80;135,80
2848;18;3;100,00;300,00
2848;2;1;120,00;120,00
2849;5;1;300,00;300,00
2850;1;1;48,50;48,50
2850;24;1;60,00;60,00
2851;2;2;116,40;232,80
2852;25;3;180,00;540,00
2853;16;1;271,60;271,60
2853;22;1;30,00;30,00
2853;16;1;271,60;271,60
2854;6;2;147,00;294,00
2855;24;1;57,60;57,60
2855;19;2;155,20;310,40
2856;1;4;50,00;200,00
2857;13;2;140,00;280,00
2857;3;3;242,50;727,50
2858;18;1;97,00;97,00
2859;18;1;97,00;97,00
2860;6;2;145,50;291,00
2860;20;1;24,25;24,25
2861;1;2;50,00;100,00
2861;15;4;90,00;360,00
2861;23;2;237,50;475,00
2861;20;5;25,00;125,00
2861;1;2;48,50;97,00
2862;20;2;25,00;50,00
2862;11;2;436,50;873,00
2862;21;1;104,50;104,50
2863;16;1;271,60;271,60
2863;14;2;184,30;368,60
2864;1;1;48,50;48,50
2864;17;2;130,00;260,00
2865;18;1;99,00;99,00
2866;24;2;60,00;120,00
2867;13;1;137,20;137,20
2868;1;1;50,00;50,00
2868;2;1;120,00;120,00
2869;21;4;105,60;422,40
2870;23;5;242,50;1.212,50
2870;10;3;78,40;235,20
2870;23;2;250,00;500,00
2871;9;1;372,00;372,00
2871;19;2;152,00;304,00
2871;17;2;127,40;254,80
2872;29;2;500,00;1.000,00
2872;1;1;48,50;48,50
2872;15;1;87,30;87,30
2872;24;2;55,80;111,60
2872;20;1;24,25;24,25
2873;20;2;23,25;46,50
2874;24;1;58,20;58,20
2874;4;1;174,60;174,60
2875;1;1;50,00;50,00
2876;24;1;60,00;60,00
2877;24;2;56,40;112,80
2878;16;1;274,40;274,40
2879;19;5;160,00;800,00
2880;24;1;58,80;58,80
2880;1;1;50,00;50,00
2880;1;3;49,00;147,00
2881;15;1;89,10;89,10
2882;22;1;29,10;29,10
2882;26;2;68,60;137,20
2882;17;1;130,00;130,00
2882;19;2;155,20;310,40
2883;1;1;46,50;46,50
2884;5;1;294,00;294,00
2885;12;1;194,00;194,00
2885;13;3;140,00;420,00
2885;2;1;120,00;120,00
2885;23;3;245,00;735,00
2886;20;3;24,50;73,50
2886;15;1;87,30;87,30
2887;1;1;48,50;48,50
2888;20;1;24,50;24,50
2889;28;2;116,40;232,80
2889;9;1;388,00;388,00
2890;15;1;88,20;88,20
2890;1;2;48,50;97,00
2890;2;1;116,40;116,40
2891;15;2;87,30;174,60
2892;28;1;111,60;111,60
2892;2;1;117,60;117,60
2892;7;3;332,50;997,50
2893;17;1;126,10;126,10
2894;10;2;80,00;160,00
2895;1;1;50,00;50,00
2895;24;2;60,00;120,00
2896;2;3;116,40;349,20
2897;18;3;98,00;294,00
2898;14;1;190,00;190,00
2899;14;1;186,20;186,20
2899;20;1;25,00;25,00
2899;19;1;156,80;156,80
2899;20;1;24,50;24,50
2899;28;1;116,40;116,40
2900;1;1;49,00;49,00
2900;7;2;350,00;700,00
2901;21;2;110,00;220,00
2902;24;1;58,20;58,20
2902;18;3;97,00;291,00
2903;29;1;480,00;480,00
2904;7;2;343,00;686,00
2905;13;2;130,20;260,40
2906;1;2;48,50;97,00
2906;30;2;87,30;174,60
2906;29;1;500,00;500,00
2906;16;1;280,00;280,00
2907;15;1;90,00;90,00
2908;2;2;116,40;232,80
2909;18;3;100,00;300,00
2910;15;1;88,20;88,20
2911;16;5;271,60;1.358,00
2911;20;1;23,75;23,75
2912;23;3;242,50;727,50
2912;24;2;57,00;114,00
2912;1;2;48,50;97,00
2913;23;1;235,00;235,00
2913;7;1;339,50;339,50
2913;16;1;266,00;266,00
2914;1;1;48,50;48,50
2915;4;2;174,60;349,20
2915;14;2;176,70;353,40
2915;20;2;24,25;48,50
2916;9;3;388,00;1.164,00
2917;25;1;174,60;174,60
2917;15;1;83,70;83,70
2917;22;1;27,90;27,90
2917;19;3;160,00;480,00
2917;15;1;90,00;90,00
2918;9;2;392,00;784,00
2919;23;2;245,00;490,00
2920;24;2;58,20;116,40
2921;20;4;24,25;97,00
2922;14;1;190,00;190,00
2923;20;1;24,25;24,25
2923;15;1;89,10;89,10
2924;7;1;339,50;339,50
2925;15;1;90,00;90,00
2925;29;1;495,00;495,00
2926;10;1;76,80;76,80
2926;19;1;155,20;155,20
2927;1;1;50,00;50,00
2927;9;1;388,00;388,00
2928;23;1;242,50;242,50
2928;22;2;30,00;60,00
2929;8;2;220,00;440,00
2930;19;1;156,80;156,80
2930;21;1;107,80;107,80
2930;2;1;116,40;116,40
2931;24;2;58,20;116,40
2932;19;2;155,20;310,40
2932;19;2;160,00;320,00
2933;13;2;135,80;271,60
2934;7;4;343,00;1.372,00
2934;1;2;48,50;97,00
2934;4;1;180,00;180,00
2935;19;1;155,20;155,20
2936;2;3;120,00;360,00
2937;2;2;117,60;235,20
2937;4;5;167,40;837,00
2937;26;1;70,00;70,00
2938;16;1;280,00;280,00
2939;14;1;190,00;190,00
2940;13;2;137,20;274,40
2941;4;2;174,60;349,20
2942;4;2;176,40;352,80
2943;24;1;60,00;60,00
2944;15;2;87,30;174,60
2944;20;1;25,00;25,00
2944;14;1;184,30;184,30
2944;14;1;184,30;184,30
2945;25;1;174,60;174,60
2945;13;2;137,20;274,40
2946;20;1;24,25;24,25
2946;13;2;135,80;271,60
2947;25;1;176,40;176,40
2948;20;1;25,00;25,00
2948;5;1;291,00;291,00
2949;11;1;436,50;436,50
2950;20;1;24,25;24,25
2951;7;2;346,50;693,00
2951;5;1;294,00;294,00
2951;1;1;50,00;50,00
2951;8;1;215,60;215,60
2952;1;1;48,50;48,50
2952;24;4;58,20;232,80
2952;18;1;100,00;100,00
2952;2;2;116,40;232,80
2953;24;2;58,20;116,40
2953;1;4;48,50;194,00
2954;7;3;343,00;1.029,00
2955;1;2;50,00;100,00
2955;2;1;116,40;116,40
2956;18;3;100,00;300,00
2957;17;3;126,10;378,30
2957;1;1;48,50;48,50
2957;2;3;117,60;352,80
2957;1;1;47,00;47,00
2958;1;1;48,50;48,50
2958;16;1;280,00;280,00
2959;18;4;98,00;392,00
2960;26;2;67,90;135,80
2961;6;1;145,50;145,50
2961;15;1;90,00;90,00
2961;20;1;25,00;25,00
2961;30;1;87,30;87,30
2962;18;1;100,00;100,00
2962;1;1;50,00;50,00
2963;24;3;60,00;180,00
2963;19;1;148,80;148,80
2964;15;2;90,00;180,00
2964;6;1;145,50;145,50
2965;7;1;343,00;343,00
2965;20;3;24,25;72,75
2966;15;2;90,00;180,00
2967;24;2;58,20;116,40
2968;20;1;25,00;25,00
2969;18;2;97,00;194,00
2969;1;1;48,50;48,50
2970;3;1;247,50;247,50
2971;20;1;24,50;24,50
2972;20;2;25,00;50,00
2973;9;1;388,00;388,00
2973;1;1;49,00;49,00
2973;11;1;450,00;450,00
2974;7;2;350,00;700,00
2974;23;4;242,50;970,00
2974;2;1;116,40;116,40
2975;2;1;120,00;120,00
2976;1;4;50,00;200,00
2977;24;1;58,20;58,20
2977;1;1;50,00;50,00
2977;2;1;120,00;120,00
2977;16;2;271,60;543,20
2978;2;4;116,40;465,60
2979;20;4;25,00;100,00
2979;15;2;90,00;180,00
2979;15;1;87,30;87,30
2980;2;5;111,60;558,00
2981;4;1;180,00;180,00
2982;9;1;372,00;372,00
2982;24;1;58,20;58,20
2982;14;1;184,30;184,30
2982;14;2;186,20;372,40
2983;29;2;485,00;970,00
2983;13;2;140,00;280,00
2983;19;3;160,00;480,00
2983;17;2;126,10;252,20
2984;13;3;137,20;411,60
2984;21;1;106,70;106,70
2985;7;2;339,50;679,00
2986;18;2;93,00;186,00
2986;5;2;291,00;582,00
2986;14;1;186,20;186,20
2987;1;1;48,50;48,50
2987;13;2;140,00;280,00
2988;24;2;60,00;120,00
2989;2;1;114,00;114,00
2990;1;2;49,00;98,00
2990;28;2;116,40;232,80
2991;1;1;48,50;48,50
2991;24;2;58,80;117,60
2992;19;1;155,20;155,20
2992;1;2;47,00;94,00
2992;15;3;87,30;261,90
2992;20;2;25,00;50,00
2993;29;1;500,00;500,00
2993;2;1;116,40;116,40
2994;21;1;110,00;110,00
2995;14;1;190,00;190,00
2996;15;1;87,30;87,30
2996;14;4;176,70;706,80
2996;24;1;59,40;59,40
2996;15;1;83,70;83,70
2996;20;1;25,00;25,00
2997;7;1;343,00;343,00
2997;24;3;60,00;180,00
2998;1;1;50,00;50,00
2999;1;1;48,50;48,50
3000;18;1;97,00;97,00
3000;19;3;160,00;480,00
3000;7;2;339,50;679,00
3000;13;2;137,20;274,40
3001;13;2;137,20;274,40
3001;19;1;155,20;155,20
3002;13;2;137,20;274,40
3002;13;1;135,80;135,80
3003;24;1;58,20;58,20
3004;1;1;48,50;48,50
3005;7;2;339,50;679,00
3005;29;3;485,00;1.455,00
3005;18;1;100,00;100,00
3006;1;1;47,50;47,50
3007;1;1;50,00;50,00
3008;7;1;350,00;350,00
3009;1;1;48,50;48,50
3009;26;1;68,60;68,60
3009;14;1;184,30;184,30
3009;2;1;117,60;117,60
3009;1;1;46,50;46,50
3010;9;1;388,00;388,00
3010;9;2;396,00;792,00
3010;9;3;388,00;1.164,00
3011;13;2;134,40;268,80
3011;22;1;30,00;30,00
3011;1;3;50,00;150,00
3011;7;5;339,50;1.697,50
3012;20;1;24,25;24,25
3012;16;3;277,20;831,60
3013;9;1;372,00;372,00
3013;22;2;29,40;58,80
3014;24;3;57,00;171,00
3015;29;1;490,00;490,00
3016;23;1;242,50;242,50
3017;17;2;124,80;249,60
3018;5;1;300,00;300,00
3019;19;3;148,80;446,40
3019;24;1;60,00;60,00
3020;20;2;24,25;48,50
3021;13;1;137,20;137,20
3022;1;2;48,50;97,00
3022;7;1;339,50;339,50
3022;2;2;111,60;223,20
3022;7;1;350,00;350,00
3023;6;1;150,00;150,00
3023;19;4;160,00;640,00
3024;1;1;50,00;50,00
3024;24;2;58,80;117,60
3024;15;1;87,30;87,30
3024;1;2;50,00;100,00
3024;19;3;160,00;480,00
3025;5;2;300,00;600,00
3026;22;2;29,70;59,40
3027;18;2;97,00;194,00
3027;13;1;135,80;135,80
3027;1;1;49,50;49,50
3027;1;1;49,50;49,50
3028;16;1;268,80;268,80
3029;1;2;48,00;96,00
3030;20;1;25,00;25,00
3031;16;1;274,40;274,40
3032;2;1;116,40;116,40
3032;7;1;339,50;339,50
3033;13;2;140,00;280,00
3034;21;1;107,80;107,80
3035;2;1;116,40;116,40
3035;5;1;282,00;282,00
3036;8;1;220,00;220,00
3037;1;1;48,50;48,50
3038;28;1;116,40;116,40
3038;25;2;174,60;349,20
3038;1;1;48,50;48,50
3039;20;2;23,25;46,50
3039;4;2;174,60;349,20
3040;1;2;48,50;97,00
3041;7;1;332,50;332,50
3042;14;4;186,20;744,80
3043;20;1;23,75;23,75
3043;11;1;450,00;450,00
3043;5;1;291,00;291,00
3044;1;2;48,50;97,00
3045;14;3;184,30;552,90
3045;18;2;100,00;200,00
3045;1;2;50,00;100,00
3046;17;2;127,40;254,80
3046;11;1;450,00;450,00
3046;19;1;155,20;155,20
3046;15;1;90,00;90,00
3047;15;1;83,70;83,70
3048;20;1;24,50;24,50
3048;12;2;198,00;396,00
3049;12;1;194,00;194,00
3050;24;3;60,00;180,00
3050;20;1;25,00;25,00
3051;2;2;117,60;235,20
3051;5;2;288,00;576,00
3052;18;1;100,00;100,00
3052;15;4;90,00;360,00
3052;19;2;155,20;310,40
3052;19;2;156,80;313,60
3053;7;1;339,50;339,50
3053;21;1;104,50;104,50
3054;13;1;135,80;135,80
3054;24;3;60,00;180,00
3054;1;1;49,00;49,00
3055;24;2;58,20;116,40
3055;20;1;24,25;24,25
3056;4;1;180,00;180,00
3056;1;1;50,00;50,00
3057;1;1;46,50;46,50
3058;13;3;133,00;399,00
3059;20;1;24,25;24,25
3060;1;1;48,50;48,50
3060;20;1;25,00;25,00
3060;14;2;176,70;353,40
3060;18;1;100,00;100,00
3060;14;2;184,30;368,60
3061;25;3;176,40;529,20
3062;13;2;134,40;268,80
3063;8;3;213,40;640,20
3063;20;1;25,00;25,00
3064;22;1;29,10;29,10
3065;13;3;140,00;420,00
3066;5;2;294,00;588,00
3067;1;2;46,50;93,00
3067;7;2;339,50;679,00
3068;15;1;87,30;87,30
3069;7;1;350,00;350,00
3069;23;1;242,50;242,50
3070;24;2;58,80;117,60
3071;30;1;90,00;90,00
3072;15;1;87,30;87,30
3073;2;3;116,40;349,20
3074;26;3;68,60;205,80
3074;14;4;184,30;737,20
3075;20;1;24,25;24,25
3075;24;1;58,20;58,20
3075;20;1;24,00;24,00
3075;8;1;209,00;209,00
3076;1;2;48,50;97,00
3076;13;1;133,00;133,00
3077;15;2;88,20;176,40
3077;21;2;110,00;220,00
3078;1;2;50,00;100,00
3078;16;2;260,40;520,80
3078;1;2;50,00;100,00
3079;2;1;116,40;116,40
3079;18;1;98,00;98,00
3080;14;1;180,50;180,50
3081;22;1;29,10;29,10
3082;23;1;242,50;242,50
3083;1;1;50,00;50,00
3084;19;5;156,80;784,00
3085;28;5;120,00;600,00
3086;4;1;174,60;174,60
3086;2;1;120,00;120,00
3086;13;4;135,80;543,20
3086;2;2;120,00;240,00
3087;2;2;116,40;232,80
3088;18;2;97,00;194,00
3088;25;2;167,40;334,80
3089;1;2;48,50;97,00
3089;12;1;198,00;198,00
3090;14;1;190,00;190,00
3090;24;2;55,80;111,60
3091;6;1;150,00;150,00
3092;5;1;291,00;291,00
3092;2;1;118,80;118,80
3093;1;1;50,00;50,00
3093;16;1;271,60;271,60
3093;20;1;25,00;25,00
3093;24;1;58,20;58,20
3094;21;3;106,70;320,10
3095;5;4;300,00;1.200,00
3095;7;1;332,50;332,50
3095;13;1;138,60;138,60
3096;28;1;115,20;115,20
3097;15;1;89,10;89,10
3098;12;1;196,00;196,00
3098;20;1;24,75;24,75
3098;2;1;117,60;117,60
3099;26;2;68,60;137,20
3099;18;4;100,00;400,00
3099;9;1;380,00;380,00
3099;15;4;88,20;352,80
3100;1;1;48,50;48,50
3100;29;1;495,00;495,00
3101;24;1;60,00;60,00
3102;17;1;126,10;126,10
3102;22;1;29,40;29,40
3102;14;1;184,30;184,30
3103;19;1;153,60;153,60
3104;2;1;116,40;116,40
3105;11;1;436,50;436,50
3106;5;3;291,00;873,00
3106;10;2;80,00;160,00
3106;19;3;155,20;465,60
3106;29;2;485,00;970,00
3107;23;2;242,50;485,00
3108;20;3;25,00;75,00
3109;1;1;48,00;48,00
3110;19;4;156,80;627,20
3111;17;1;126,10;126,10
3112;26;2;67,20;134,40
3112;1;2;46,50;93,00
3113;28;1;116,40;116,40
3113;2;4;116,40;465,60
3113;18;2;100,00;200,00
3114;24;1;59,40;59,40
3114;5;1;291,00;291,00
3115;24;2;58,20;116,40
3115;24;2;58,20;116,40
3116;2;1;117,60;117,60
3117;2;1;111,60;111,60
3118;19;1;160,00;160,00
3118;21;2;107,80;215,60
3118;5;1;294,00;294,00
3119;21;2;110,00;220,00
3119;15;2;87,30;174,60
3119;10;2;78,40;156,80
3119;20;1;24,25;24,25
3119;21;1;106,70;106,70
3120;15;1;83,70;83,70
3121;2;1;116,40;116,40
3121;13;1;135,80;135,80
3122;13;3;135,80;407,40
3122;17;1;126,10;126,10
3122;13;1;135,80;135,80
3122;1;1;48,50;48,50
3123;23;1;242,50;242,50
3124;6;2;141,00;282,00
3124;1;2;50,00;100,00
3125;21;1;106,70;106,70
3125;4;3;171,00;513,00
3126;26;2;65,10;130,20
3127;24;1;56,40;56,40
3127;24;3;58,20;174,60
3128;15;1;86,40;86,40
3128;19;1;152,00;152,00
3129;4;1;180,00;180,00
3129;20;2;24,25;48,50
3129;2;1;117,60;117,60
3130;15;3;83,70;251,10
3130;29;1;485,00;485,00
3131;2;1;120,00;120,00
3132;2;1;120,00;120,00
3132;1;1;50,00;50,00
3133;16;1;268,80;268,80
3133;24;2;59,40;118,80
3134;20;1;24,25;24,25
3135;7;1;350,00;350,00
3135;23;2;242,50;485,00
3135;20;2;24,25;48,50
3136;11;1;450,00;450,00
3136;7;2;350,00;700,00
3137;5;2;291,00;582,00
3137;24;1;58,80;58,80
3137;20;1;24,25;24,25
3138;22;1;29,40;29,40
3138;13;2;135,80;271,60
3139;13;1;135,80;135,80
3139;20;1;24,25;24,25
3139;15;1;87,30;87,30
3140;1;1;48,50;48,50
3140;20;2;24,25;48,50
3140;22;1;28,20;28,20
3141;14;1;184,30;184,30
3142;21;3;106,70;320,10
3142;14;2;190,00;380,00
3142;23;3;242,50;727,50
3142;1;2;50,00;100,00
3143;1;2;50,00;100,00
3143;15;2;88,20;176,40
3144;21;1;110,00;110,00
3144;1;1;50,00;50,00
3145;18;2;98,00;196,00
3145;14;1;176,70;176,70
3146;24;1;58,20;58,20
3147;20;2;24,25;48,50
3147;13;1;135,80;135,80
3147;7;2;343,00;686,00
3148;10;2;80,00;160,00
3149;24;1;58,80;58,80
3149;10;4;74,40;297,60
3150;25;1;176,40;176,40
3150;10;2;74,40;148,80
3151;15;1;83,70;83,70
3151;10;1;77,60;77,60
3151;1;2;49,00;98,00
3152;25;1;180,00;180,00
3152;16;4;280,00;1.120,00
3152;24;3;58,80;176,40
3153;15;1;86,40;86,40
3153;2;3;118,80;356,40
3153;9;2;400,00;800,00
3153;20;2;25,00;50,00
3154;14;2;184,30;368,60
3155;22;1;29,10;29,10
3155;20;1;25,00;25,00
3156;11;2;436,50;873,00
3156;24;1;60,00;60,00
3157;1;4;48,50;194,00
3158;1;3;50,00;150,00
3159;7;1;339,50;339,50
3159;13;1;140,00;140,00
3159;20;1;24,25;24,25
3160;24;1;60,00;60,00
3161;4;3;180,00;540,00
3162;7;2;339,50;679,00
3162;20;3;25,00;75,00
3162;5;1;291,00;291,00
3163;24;3;60,00;180,00
3163;3;2;245,00;490,00
3164;4;1;180,00;180,00
3164;28;3;116,40;349,20
3165;5;1;279,00;279,00
3165;6;1;145,50;145,50
3165;6;2;145,50;291,00
3166;18;1;97,00;97,00
3166;8;1;215,60;215,60
3167;4;2;174,60;349,20
3167;20;2;24,25;48,50
3168;15;1;90,00;90,00
3168;15;1;89,10;89,10
3168;1;1;48,50;48,50
3169;15;2;87,30;174,60
3170;9;2;392,00;784,00
3171;20;2;23,50;47,00
3172;13;2;135,80;271,60
3173;19;2;152,00;304,00
3173;16;1;271,60;271,60
3174;11;1;441,00;441,00
3175;5;2;300,00;600,00
3175;1;1;48,50;48,50
3175;24;2;58,20;116,40
3176;24;1;58,20;58,20
3176;24;1;58,80;58,80
3176;18;1;97,00;97,00
3176;19;1;156,80;156,80
3176;9;3;388,00;1.164,00
3177;18;1;97,00;97,00
3178;12;1;200,00;200,00
3179;18;1;99,00;99,00
3180;13;2;140,00;280,00
3181;21;2;106,70;213,40
3182;9;1;400,00;400,00
3183;7;1;339,50;339,50
3184;2;3;117,60;352,80
3184;2;2;116,40;232,80
3185;4;2;180,00;360,00
3186;5;2;291,00;582,00
3187;18;1;98,00;98,00
3187;2;1;116,40;116,40
3187;24;1;60,00;60,00
3187;24;1;58,20;58,20
3187;13;4;135,80;543,20
3188;2;1;120,00;120,00
3189;23;1;250,00;250,00
3190;20;1;24,25;24,25
3191;24;1;58,80;58,80
3192;18;2;96,00;192,00
3192;12;1;194,00;194,00
3192;1;2;48,50;97,00
3193;22;2;29,10;58,20
3194;25;2;167,40;334,80
3194;4;1;178,20;178,20
3194;2;1;120,00;120,00
3194;15;2;87,30;174,60
3195;1;2;48,50;97,00
3196;15;2;90,00;180,00
3197;18;1;97,00;97,00
3198;1;1;49,00;49,00
3199;26;2;70,00;140,00
3199;24;1;58,20;58,20
3200;15;1;83,70;83,70
3200;1;2;48,50;97,00
3200;1;2;47,00;94,00
3200;5;1;279,00;279,00
3201;24;5;55,80;279,00
3201;2;1;116,40;116,40
3202;29;2;485,00;970,00
3203;4;3;180,00;540,00
3203;19;1;160,00;160,00
3203;20;1;24,75;24,75
3204;24;2;58,80;117,60
3205;18;1;100,00;100,00
3206;20;2;23,25;46,50
3206;10;1;76,00;76,00
3207;29;2;500,00;1.000,00
3207;1;2;48,50;97,00
3207;24;1;60,00;60,00
3208;20;3;24,50;73,50
3209;20;1;24,25;24,25
3209;1;2;48,50;97,00
3209;1;4;48,50;194,00
3209;15;2;90,00;180,00
3210;1;1;48,50;48,50
3211;30;1;87,30;87,30
3211;20;1;23,25;23,25
3212;4;4;174,60;698,40
3213;4;2;174,60;349,20
3213;9;1;388,00;388,00
3214;25;1;178,20;178,20
3214;2;2;117,60;235,20
3215;2;1;120,00;120,00
3215;22;1;29,70;29,70
3215;15;2;88,20;176,40
3216;24;2;60,00;120,00
3217;20;1;23,25;23,25
3218;2;1;116,40;116,40
3219;30;2;85,50;171,00
3220;2;2;115,20;230,40
3221;7;1;325,50;325,50
3221;16;1;274,40;274,40
3222;11;2;436,50;873,00
3223;3;2;247,50;495,00
3224;20;2;25,00;50,00
3225;20;2;25,00;50,00
3226;28;1;116,40;116,40
3227;13;1;130,20;130,20
3228;15;3;86,40;259,20
3229;29;1;485,00;485,00
3230;2;1;116,40;116,40
3230;2;3;116,40;349,20
3230;1;1;48,50;48,50
3230;7;4;339,50;1.358,00
3230;18;1;100,00;100,00
3231;18;1;93,00;93,00
3231;2;2;111,60;223,20
3231;20;2;25,00;50,00
3232;20;1;24,50;24,50
3233;1;3;47,00;141,00
3233;13;1;137,20;137,20
3234;15;1;90,00;90,00
3235;1;2;50,00;100,00
3235;13;1;135,80;135,80
3236;5;2;291,00;582,00
3237;15;1;87,30;87,30
3238;21;1;106,70;106,70
3238;20;2;23,75;47,50
3238;7;1;350,00;350,00
3239;20;1;25,00;25,00
3240;20;1;25,00;25,00
3241;1;1;50,00;50,00
3241;20;2;25,00;50,00
3242;18;3;97,00;291,00
3243;18;1;98,00;98,00
3244;19;1;150,40;150,40
3244;23;2;240,00;480,00
3244;5;1;300,00;300,00
3245;24;1;58,20;58,20
3246;2;2;120,00;240,00
3247;6;2;139,50;279,00
3247;5;2;294,00;588,00
3248;2;2;120,00;240,00
3249;2;1;116,40;116,40
3249;5;1;291,00;291,00
3249;15;2;86,40;172,80
3249;6;3;139,50;418,50
3250;16;2;274,40;548,80
3251;24;1;58,20;58,20
3252;20;1;25,00;25,00
3253;25;1;174,60;174,60
3254;25;2;174,60;349,20
3254;17;2;130,00;260,00
3254;5;1;291,00;291,00
3255;1;1;50,00;50,00
3255;24;2;60,00;120,00
3256;14;1;186,20;186,20
3257;30;1;90,00;90,00
3257;2;1;116,40;116,40
3257;20;1;24,50;24,50
3258;24;1;58,20;58,20
3259;20;5;25,00;125,00
3259;1;1;49,00;49,00
3259;15;2;87,30;174,60
3259;11;2;450,00;900,00
3259;24;3;58,20;174,60
3260;13;2;135,80;271,60
3261;24;1;58,20;58,20
3262;6;1;139,50;139,50
3263;17;1;127,40;127,40
3263;19;2;155,20;310,40
3264;1;1;48,50;48,50
3265;25;1;172,80;172,80
3266;10;1;77,60;77,60
3266;5;4;291,00;1.164,00
3267;20;4;24,25;97,00
3267;7;2;339,50;679,00
3267;19;2;156,80;313,60
3267;7;1;339,50;339,50
3267;24;1;60,00;60,00
3268;20;2;24,25;48,50
3269;1;2;50,00;100,00
3269;15;1;90,00;90,00
3270;24;3;58,20;174,60
3270;19;1;160,00;160,00
3270;5;1;294,00;294,00
3271;26;1;70,00;70,00
3271;11;1;450,00;450,00
3271;7;1;336,00;336,00
3271;1;1;50,00;50,00
3272;1;1;50,00;50,00
3272;17;1;126,10;126,10
3272;1;1;50,00;50,00
3273;24;1;58,20;58,20
3274;13;3;135,80;407,40
3275;20;3;23,50;70,50
3275;7;1;339,50;339,50
3276;13;1;138,60;138,60
3277;21;1;106,70;106,70
3277;1;2;48,50;97,00
3278;2;2;116,40;232,80
3278;20;2;24,25;48,50
3279;20;1;24,25;24,25
3279;20;3;25,00;75,00
3280;8;1;215,60;215,60
3281;2;1;116,40;116,40
3282;2;1;112,80;112,80
3283;20;1;24,50;24,50
3284;1;1;46,50;46,50
3284;1;3;48,50;145,50
3285;25;3;174,60;523,80
3286;23;1;250,00;250,00
3287;6;3;142,50;427,50
3288;21;2;108,90;217,80
3288;8;1;220,00;220,00
3288;24;4;60,00;240,00
3288;14;2;184,30;368,60
3288;1;3;50,00;150,00
3289;7;1;350,00;350,00
3290;2;1;120,00;120,00
3290;20;1;25,00;25,00
3291;10;1;77,60;77,60
3292;1;3;48,50;145,50
3293;8;1;220,00;220,00
3293;15;1;85,50;85,50
3294;1;2;50,00;100,00
3295;24;1;60,00;60,00
3295;24;2;60,00;120,00
3295;19;2;155,20;310,40
3296;15;1;90,00;90,00
3296;7;1;325,50;325,50
3297;16;1;271,60;271,60
3298;14;2;178,60;357,20
3299;21;1;103,40;103,40
3300;9;2;396,00;792,00
3300;23;1;250,00;250,00
3301;2;2;120,00;240,00
3302;28;2;116,40;232,80
3302;5;5;291,00;1.455,00
3303;9;1;400,00;400,00
3303;5;1;279,00;279,00
3304;1;1;46,50;46,50
3305;23;2;235,00;470,00
