ID_VENDA;DATA_VENDA;ID_FILIAL;ID_CLIENTE;VALOR_VENDA
2251;27/10/2023;1;68;336,00
2252;27/10/2023;1;827;360,10
2253;27/10/2023;1;520;47,00
2254;27/10/2023;1;1011;310,40
2255;27/10/2023;1;185;110,00
2256;27/10/2023;1;20;904,00
2257;27/10/2023;1;1973;422,50
2258;27/10/2023;1;1143;190,00
2259;27/10/2023;1;992;29,40
2260;27/10/2023;1;5;24,25
2261;27/10/2023;1;106;214,60
2262;27/10/2023;1;5;24,50
2263;27/10/2023;2;55;90,00
2264;27/10/2023;2;79;700,00
2265;27/10/2023;2;167;500,00
2266;27/10/2023;2;199;164,25
2267;27/10/2023;2;31;374,00
2268;27/10/2023;2;132;360,00
2269;27/10/2023;2;1916;1.202,30
2270;27/10/2023;2;89;129,40
2271;27/10/2023;2;1515;100,00
2272;27/10/2023;2;249;1.988,50
2273;27/10/2023;2;141;174,60
2274;27/10/2023;2;93;238,50
2275;27/10/2023;2;1585;846,20
2276;27/10/2023;2;189;900,00
2277;27/10/2023;3;1017;48,50
2278;27/10/2023;3;2320;392,80
2279;27/10/2023;3;2398;601,50
2280;27/10/2023;3;1192;155,20
2281;27/10/2023;3;746;60,00
2282;27/10/2023;4;337;137,20
2283;27/10/2023;4;241;760,00
2284;27/10/2023;4;193;228,00
2285;27/10/2023;4;2620;116,40
2286;27/10/2023;4;2403;98,00
2287;27/10/2023;4;288;485,00
2288;27/10/2023;4;2825;180,00
2289;27/10/2023;4;2791;30,00
2290;27/10/2023;4;2947;176,40
2291;27/10/2023;4;382;382,20
2292;27/10/2023;4;414;263,40
2293;27/10/2023;4;2329;930,00
2294;27/10/2023;4;2538;732,30
2295;27/10/2023;4;2836;926,40
2296;27/10/2023;5;2033;24,00
2297;27/10/2023;5;390;362,80
2298;27/10/2023;5;2537;147,00
2299;27/10/2023;5;1738;1.368,80
2300;27/10/2023;5;1696;364,80
2301;27/10/2023;5;779;1.065,20
2302;27/10/2023;5;2789;308,50
2303;27/10/2023;5;1198;520,80
2304;28/10/2023;1;1360;679,00
2305;28/10/2023;1;933;480,00
2306;28/10/2023;1;1305;570,00
2307;28/10/2023;1;1920;876,50
2308;28/10/2023;1;759;1.527,20
2309;28/10/2023;1;1283;310,40
2310;28/10/2023;1;198;280,00
2311;28/10/2023;1;1867;400,00
2312;28/10/2023;1;265;312,90
2313;28/10/2023;1;805;470,85
2314;28/10/2023;1;186;350,00
2315;28/10/2023;1;527;375,80
2316;28/10/2023;1;1697;463,30
2317;28/10/2023;1;528;232,80
2318;28/10/2023;1;1128;665,40
2319;28/10/2023;1;1315;516,10
2320;28/10/2023;1;6;949,25
2321;28/10/2023;1;1760;357,70
2322;28/10/2023;1;1568;24,50
2323;28/10/2023;1;167;172,80
2324;28/10/2023;1;996;453,40
2325;28/10/2023;1;1223;117,60
2326;28/10/2023;1;8;97,00
2327;28/10/2023;1;2;267,30
2328;28/10/2023;1;109;418,50
2329;28/10/2023;2;1254;306,90
2330;28/10/2023;2;11;23,75
2331;28/10/2023;2;1753;140,00
2332;28/10/2023;2;154;174,60
2333;28/10/2023;2;102;784,00
2334;28/10/2023;2;171;24,25
2335;28/10/2023;2;153;464,30
2336;28/10/2023;2;52;339,50
2337;28/10/2023;2;112;197,30
2338;28/10/2023;2;298;215,60
2339;28/10/2023;2;86;960,00
2340;28/10/2023;2;28;117,60
2341;28/10/2023;2;80;320,10
2342;28/10/2023;2;109;232,80
2343;28/10/2023;2;164;600,00
2344;28/10/2023;2;113;29,40
2345;28/10/2023;2;313;739,50
2346;28/10/2023;2;127;117,60
2347;28/10/2023;2;91;97,00
2348;28/10/2023;2;98;55,80
2349;28/10/2023;2;150;97,00
2350;28/10/2023;2;181;98,00
2351;28/10/2023;2;76;427,70
2352;28/10/2023;2;893;385,80
2353;28/10/2023;2;35;135,80
2354;28/10/2023;2;1513;180,00
2355;28/10/2023;2;1602;758,20
2356;28/10/2023;2;667;339,50
2357;28/10/2023;2;21;137,20
2358;28/10/2023;2;159;87,30
2359;28/10/2023;2;39;245,00
2360;28/10/2023;2;143;99,00
2361;28/10/2023;2;127;494,00
2362;28/10/2023;2;118;60,00
2363;28/10/2023;2;70;83,70
2364;28/10/2023;2;153;630,20
2365;28/10/2023;2;25;528,00
2366;28/10/2023;2;147;1.397,40
2367;28/10/2023;2;890;388,80
2368;28/10/2023;2;20;100,00
2369;28/10/2023;2;32;140,00
2370;28/10/2023;2;846;24,50
2371;28/10/2023;2;52;68,60
2372;28/10/2023;2;49;348,00
2373;28/10/2023;2;74;220,00
2374;28/10/2023;2;92;95,00
2375;28/10/2023;2;112;431,00
2376;28/10/2023;2;602;167,40
2377;28/10/2023;2;118;277,00
2378;28/10/2023;3;2085;442,40
2379;28/10/2023;3;1291;25,00
2380;28/10/2023;3;2331;1.018,50
2381;28/10/2023;3;760;902,10
2382;28/10/2023;3;1442;131,60
2383;28/10/2023;3;733;98,00
2384;28/10/2023;3;1281;284,60
2385;28/10/2023;3;1417;167,40
2386;28/10/2023;3;2010;200,00
2387;28/10/2023;3;2495;87,30
2388;28/10/2023;3;787;72,75
2389;28/10/2023;3;665;97,00
2390;28/10/2023;3;1129;1.532,70
2391;28/10/2023;3;624;280,00
2392;28/10/2023;3;1323;205,20
2393;28/10/2023;3;2495;368,60
2394;28/10/2023;3;544;357,40
2395;28/10/2023;3;1066;110,00
2396;28/10/2023;3;2484;800,70
2397;28/10/2023;3;909;810,00
2398;28/10/2023;3;870;368,60
2399;28/10/2023;3;1210;160,80
2400;28/10/2023;4;2996;23,50
2401;28/10/2023;4;2668;50,00
2402;28/10/2023;4;2532;150,00
2403;28/10/2023;4;164;564,30
2404;28/10/2023;4;369;728,50
2405;28/10/2023;4;191;1.113,60
2406;28/10/2023;4;344;228,00
2407;28/10/2023;4;374;248,10
2408;28/10/2023;4;2566;425,80
2409;28/10/2023;4;2498;97,00
2410;28/10/2023;4;373;1.019,70
2411;28/10/2023;4;234;49,00
2412;28/10/2023;4;2913;608,00
2413;28/10/2023;4;346;1.383,80
2414;28/10/2023;4;2704;420,00
2415;28/10/2023;4;498;1.309,50
2416;28/10/2023;4;2997;485,00
2417;28/10/2023;4;233;50,00
2418;28/10/2023;5;619;250,00
2419;28/10/2023;5;2617;148,20
2420;28/10/2023;5;901;548,80
2421;28/10/2023;5;984;56,40
2422;28/10/2023;5;1569;543,20
2423;28/10/2023;5;2544;158,00
2424;28/10/2023;5;129;107,80
2425;28/10/2023;5;705;155,20
2426;28/10/2023;5;5;213,45
2427;28/10/2023;5;2305;543,20
2428;28/10/2023;5;1398;368,60
2429;28/10/2023;5;475;954,60
2430;28/10/2023;5;2579;1.442,60
2431;28/10/2023;5;1885;180,00
2432;28/10/2023;5;1416;416,80
2433;28/10/2023;5;2883;710,20
2434;28/10/2023;5;1404;313,50
2435;28/10/2023;5;957;116,40
2436;29/10/2023;1;342;194,00
2437;29/10/2023;1;1800;441,20
2438;29/10/2023;1;18;600,00
2439;29/10/2023;1;1936;135,80
2440;29/10/2023;1;1053;1.350,00
2441;29/10/2023;1;236;24,50
2442;29/10/2023;1;695;685,30
2443;29/10/2023;1;1502;291,00
2444;29/10/2023;1;1619;180,00
2445;29/10/2023;2;25;88,20
2446;29/10/2023;2;186;395,00
2447;29/10/2023;2;1096;515,20
2448;29/10/2023;2;123;365,20
2449;29/10/2023;3;2398;487,50
2450;29/10/2023;3;1106;471,50
2451;29/10/2023;4;110;140,00
2452;29/10/2023;4;130;49,50
2453;29/10/2023;5;721;97,00
2454;29/10/2023;5;1337;87,30
2455;29/10/2023;5;1055;147,00
2456;29/10/2023;5;1424;87,30
2457;29/10/2023;5;1609;245,20
2458;29/10/2023;5;518;705,10
2459;31/10/2023;1;666;296,40
2460;31/10/2023;1;163;329,00
2461;31/10/2023;1;1736;882,00
2462;31/10/2023;1;896;232,80
2463;31/10/2023;1;879;300,00
2464;31/10/2023;1;771;532,80
2465;31/10/2023;1;1106;482,80
2466;31/10/2023;2;20;60,00
2467;31/10/2023;2;187;155,20
2468;31/10/2023;2;198;60,00
2469;31/10/2023;2;76;50,00
2470;31/10/2023;2;103;399,50
2471;31/10/2023;2;115;372,70
2472;31/10/2023;3;1049;116,40
2473;31/10/2023;3;2140;120,00
2474;31/10/2023;4;175;388,00
2475;31/10/2023;4;403;350,00
2476;31/10/2023;4;393;1.323,00
2477;31/10/2023;4;2744;1.250,10
2478;31/10/2023;5;2104;582,00
2479;31/10/2023;5;1680;140,00
2480;31/10/2023;5;626;1.149,70
2481;31/10/2023;5;815;47,50
2482;01/11/2023;1;194;828,00
2483;01/11/2023;1;1728;97,00
2484;01/11/2023;1;575;1.117,60
2485;01/11/2023;1;1220;116,40
2486;01/11/2023;1;1021;408,00
2487;01/11/2023;1;1097;49,50
2488;01/11/2023;1;3;582,00
2489;01/11/2023;1;1443;100,00
2490;01/11/2023;2;21;87,30
2491;01/11/2023;2;178;1.176,00
2492;01/11/2023;2;187;488,60
2493;01/11/2023;2;1739;115,00
2494;01/11/2023;2;140;436,50
2495;01/11/2023;2;1690;60,00
2496;01/11/2023;2;13;604,00
2497;01/11/2023;2;123;87,30
2498;01/11/2023;2;97;248,50
2499;01/11/2023;2;83;25,00
2500;01/11/2023;2;195;1.622,60
2501;01/11/2023;2;138;190,00
2502;01/11/2023;2;57;30,00
2503;01/11/2023;2;61;135,80
2504;01/11/2023;2;49;148,50
2505;01/11/2023;2;37;279,10
2506;01/11/2023;2;1614;555,90
2507;01/11/2023;3;2395;454,40
2508;01/11/2023;3;2278;407,40
2509;01/11/2023;3;2235;120,00
2510;01/11/2023;3;1401;1.484,00
2511;01/11/2023;3;710;144,00
2512;01/11/2023;3;953;75,00
2513;01/11/2023;4;446;754,60
2514;01/11/2023;4;422;923,55
2515;01/11/2023;4;100;58,80
2516;01/11/2023;5;1752;184,30
2517;01/11/2023;5;2639;285,00
2518;01/11/2023;5;2348;421,80
2519;01/11/2023;5;2843;48,50
2520;01/11/2023;5;1681;89,10
2521;01/11/2023;5;2533;1.584,70
2522;01/11/2023;5;2899;308,00
2523;01/11/2023;5;1093;24,50
2524;01/11/2023;5;2985;174,60
2525;02/11/2023;1;593;1.291,00
2526;02/11/2023;1;972;100,00
2527;02/11/2023;1;1492;349,20
2528;02/11/2023;1;1883;568,40
2529;02/11/2023;1;1366;48,50
2530;02/11/2023;1;8;180,00
2531;02/11/2023;1;5;700,00
2532;02/11/2023;1;113;1.804,00
2533;02/11/2023;1;519;71,00
2534;02/11/2023;1;1200;58,80
2535;02/11/2023;2;1819;263,40
2536;02/11/2023;2;44;100,00
2537;02/11/2023;2;39;744,00
2538;02/11/2023;2;118;425,30
2539;02/11/2023;2;88;280,00
2540;02/11/2023;2;109;415,20
2541;02/11/2023;2;104;339,50
2542;02/11/2023;2;36;60,00
2543;02/11/2023;2;147;310,40
2544;02/11/2023;2;1093;700,00
2545;02/11/2023;2;174;194,00
2546;02/11/2023;2;1725;178,20
2547;02/11/2023;2;938;194,00
2548;02/11/2023;3;1193;483,00
2549;02/11/2023;3;972;274,40
2550;02/11/2023;3;1460;303,40
2551;02/11/2023;3;1146;465,60
2552;02/11/2023;3;2170;71,25
2553;02/11/2023;3;587;266,00
2554;02/11/2023;3;1298;199,10
2555;02/11/2023;4;2731;466,80
2556;02/11/2023;4;2608;1.126,40
2557;02/11/2023;4;2530;800,30
2558;02/11/2023;4;178;24,25
2559;02/11/2023;4;380;776,00
2560;02/11/2023;4;243;342,00
2561;02/11/2023;4;376;58,80
2562;02/11/2023;5;1752;116,40
2563;02/11/2023;5;2403;67,90
2564;02/11/2023;5;2951;527,10
2565;02/11/2023;5;180;418,90
2566;02/11/2023;5;2811;780,00
2567;02/11/2023;5;2784;339,50
2568;03/11/2023;1;286;367,50
2569;03/11/2023;1;1;508,00
2570;03/11/2023;1;696;276,80
2571;03/11/2023;1;1772;120,00
2572;03/11/2023;1;1559;519,50
2573;03/11/2023;1;1617;268,00
2574;03/11/2023;1;86;803,10
2575;03/11/2023;1;167;318,20
2576;03/11/2023;1;704;68,60
2577;03/11/2023;1;276;436,50
2578;03/11/2023;1;1005;1.346,70
2579;03/11/2023;1;1946;1.541,85
2580;03/11/2023;1;1940;180,00
2581;03/11/2023;2;142;520,00
2582;03/11/2023;2;147;1.122,00
2583;03/11/2023;2;200;556,40
2584;03/11/2023;2;18;686,00
2585;03/11/2023;2;1268;291,00
2586;03/11/2023;2;715;2.080,20
2587;03/11/2023;2;172;802,80
2588;03/11/2023;2;1483;261,90
2589;03/11/2023;2;161;55,80
2590;03/11/2023;2;159;194,00
2591;03/11/2023;2;42;228,20
2592;03/11/2023;2;27;736,50
2593;03/11/2023;2;93;50,00
2594;03/11/2023;2;84;307,20
2595;03/11/2023;2;165;120,00
2596;03/11/2023;3;583;176,70
2597;03/11/2023;3;870;485,00
2598;03/11/2023;3;2099;520,40
2599;03/11/2023;3;2321;180,00
2600;03/11/2023;3;964;766,30
2601;03/11/2023;3;579;485,70
2602;03/11/2023;3;652;339,50
2603;03/11/2023;3;2369;698,90
2604;03/11/2023;3;1126;582,00
2605;03/11/2023;3;697;182,00
2606;03/11/2023;3;860;240,00
2607;03/11/2023;4;113;926,50
2608;03/11/2023;4;103;762,70
2609;03/11/2023;4;2321;93,00
2610;03/11/2023;4;2367;737,20
2611;03/11/2023;4;2346;180,00
2612;03/11/2023;4;217;989,40
2613;03/11/2023;4;2350;314,00
2614;03/11/2023;4;486;280,00
2615;03/11/2023;4;2703;685,00
2616;03/11/2023;4;2810;494,70
2617;03/11/2023;4;163;1.949,00
2618;03/11/2023;5;1091;78,40
2619;03/11/2023;5;3;278,20
2620;03/11/2023;5;1897;137,20
2621;03/11/2023;5;2168;1.544,50
2622;03/11/2023;5;932;500,00
2623;03/11/2023;5;700;366,40
2624;03/11/2023;5;2019;1.000,00
2625;03/11/2023;5;2516;803,00
2626;03/11/2023;5;1810;340,00
2627;03/11/2023;5;1005;353,40
2628;03/11/2023;5;2568;756,40
2629;03/11/2023;5;2447;2.027,90
2630;03/11/2023;5;132;350,00
2631;03/11/2023;5;812;476,20
2632;03/11/2023;5;2503;174,60
2633;03/11/2023;5;957;87,30
2634;04/11/2023;1;36;355,50
2635;04/11/2023;1;812;1.170,00
2636;04/11/2023;1;432;900,00
2637;04/11/2023;1;379;58,20
2638;04/11/2023;1;1858;1.125,20
2639;04/11/2023;1;419;1.316,00
2640;04/11/2023;1;382;669,30
2641;04/11/2023;1;1883;300,00
2642;04/11/2023;1;674;260,40
2643;04/11/2023;1;1214;50,00
2644;04/11/2023;1;844;724,10
2645;04/11/2023;1;55;100,00
2646;04/11/2023;1;1080;1.822,00
2647;04/11/2023;1;684;174,60
2648;04/11/2023;1;1911;430,70
2649;04/11/2023;1;1757;320,00
2650;04/11/2023;1;1443;245,00
2651;04/11/2023;1;75;880,00
2652;04/11/2023;1;1039;137,20
2653;04/11/2023;1;4;215,60
2654;04/11/2023;1;382;320,10
2655;04/11/2023;1;17;746,60
2656;04/11/2023;1;1123;190,00
2657;04/11/2023;1;1839;700,00
2658;04/11/2023;1;1424;341,40
2659;04/11/2023;1;8;240,00
2660;04/11/2023;1;15;737,30
2661;04/11/2023;1;1998;300,70
2662;04/11/2023;1;7;75,00
2663;04/11/2023;1;1252;48,50
2664;04/11/2023;1;288;371,60
2665;04/11/2023;1;19;350,00
2666;04/11/2023;1;471;87,30
2667;04/11/2023;1;831;868,60
2668;04/11/2023;1;1145;89,10
2669;04/11/2023;1;1603;60,00
2670;04/11/2023;1;1056;198,60
2671;04/11/2023;1;1;180,00
2672;04/11/2023;2;1394;47,00
2673;04/11/2023;2;140;135,80
2674;04/11/2023;2;101;24,25
2675;04/11/2023;2;566;651,30
2676;04/11/2023;2;176;1.520,00
2677;04/11/2023;2;110;120,00
2678;04/11/2023;2;93;360,00
2679;04/11/2023;2;22;100,00
2680;04/11/2023;2;208;418,50
2681;04/11/2023;2;1962;145,50
2682;04/11/2023;2;20;120,00
2683;04/11/2023;2;162;444,60
2684;04/11/2023;2;108;93,00
2685;04/11/2023;2;105;669,30
2686;04/11/2023;2;871;90,00
2687;04/11/2023;2;177;2.167,95
2688;04/11/2023;2;177;200,00
2689;04/11/2023;2;137;125,00
2690;04/11/2023;2;1512;485,00
2691;04/11/2023;2;67;360,00
2692;04/11/2023;2;164;348,50
2693;04/11/2023;2;1322;328,50
2694;04/11/2023;2;1704;639,55
2695;04/11/2023;2;1308;58,20
2696;04/11/2023;2;100;672,00
2697;04/11/2023;2;34;465,20
2698;04/11/2023;2;86;85,50
2699;04/11/2023;2;93;1.358,00
2700;04/11/2023;2;128;238,20
2701;04/11/2023;2;81;25,00
2702;04/11/2023;2;58;320,00
2703;04/11/2023;2;32;800,00
2704;04/11/2023;2;102;546,20
2705;04/11/2023;2;733;1.568,00
2706;04/11/2023;2;568;249,60
2707;04/11/2023;2;11;310,40
2708;04/11/2023;2;22;371,50
2709;04/11/2023;2;43;24,75
2710;04/11/2023;2;967;160,00
2711;04/11/2023;2;116;60,00
2712;04/11/2023;2;27;679,00
2713;04/11/2023;3;730;47,50
2714;04/11/2023;3;2209;1.900,90
2715;04/11/2023;3;1475;90,00
2716;04/11/2023;3;1233;571,10
2717;04/11/2023;3;2423;627,20
2718;04/11/2023;3;1470;95,00
2719;04/11/2023;3;2395;160,00
2720;04/11/2023;3;1197;90,00
2721;04/11/2023;3;888;776,00
2722;04/11/2023;3;2436;265,50
2723;04/11/2023;3;2439;850,00
2724;04/11/2023;3;636;184,30
2725;04/11/2023;3;740;216,40
2726;04/11/2023;3;850;140,00
2727;04/11/2023;3;2206;276,70
2728;04/11/2023;3;1438;646,45
2729;04/11/2023;3;1440;50,00
2730;04/11/2023;3;2232;388,00
2731;04/11/2023;3;534;898,00
2732;04/11/2023;3;2172;135,80
2733;04/11/2023;3;1463;166,00
2734;04/11/2023;3;626;195,80
2735;04/11/2023;4;204;122,25
2736;04/11/2023;4;403;137,20
2737;04/11/2023;4;473;107,30
2738;04/11/2023;4;458;232,80
2739;04/11/2023;4;306;827,60
2740;04/11/2023;4;404;291,00
2741;04/11/2023;4;124;846,00
2742;04/11/2023;5;353;176,40
2743;04/11/2023;5;2545;250,00
2744;04/11/2023;5;121;384,00
2745;04/11/2023;5;2737;59,40
2746;04/11/2023;5;2852;350,00
2747;04/11/2023;5;408;826,00
2748;04/11/2023;5;194;155,20
2749;04/11/2023;5;702;252,20
2750;04/11/2023;5;2619;24,25
2751;04/11/2023;5;2984;1.205,50
2752;04/11/2023;5;1651;237,50
2753;04/11/2023;5;1499;730,50
2754;04/11/2023;5;413;560,00
2755;04/11/2023;5;1988;157,00
2756;04/11/2023;5;296;1.257,00
2757;04/11/2023;5;2553;23,25
2758;04/11/2023;5;788;120,00
2759;04/11/2023;5;999;111,60
2760;04/11/2023;5;1196;500,00
2761;04/11/2023;5;2385;240,00
2762;04/11/2023;5;535;455,10
2763;04/11/2023;5;2210;457,00
2764;04/11/2023;5;65;751,20
2765;04/11/2023;5;1120;942,50
2766;05/11/2023;1;231;55,80
2767;05/11/2023;1;1923;116,40
2768;05/11/2023;1;139;48,50
2769;05/11/2023;1;5;155,20
2770;05/11/2023;1;59;48,50
2771;05/11/2023;1;8;116,40
2772;05/11/2023;1;1651;184,30
2773;05/11/2023;1;378;88,20
2774;05/11/2023;1;1292;280,00
2775;05/11/2023;1;699;292,30
2776;05/11/2023;2;191;25,00
2777;05/11/2023;2;1811;260,40
2778;05/11/2023;2;89;87,30
2779;05/11/2023;2;34;1.240,15
2780;05/11/2023;2;18;274,25
2781;05/11/2023;2;134;108,50
2782;05/11/2023;2;159;25,00
2783;05/11/2023;3;580;372,20
2784;05/11/2023;3;990;232,80
2785;05/11/2023;3;807;1.111,60
2786;05/11/2023;3;2140;1.000,00
2787;05/11/2023;3;2301;180,00
2788;05/11/2023;3;2280;261,90
2789;05/11/2023;4;214;584,00
2790;05/11/2023;4;330;192,80
2791;05/11/2023;4;2913;393,40
2792;05/11/2023;5;2105;97,00
2793;05/11/2023;5;2279;485,80
2794;05/11/2023;5;1675;48,50
2795;05/11/2023;5;1719;184,30
2796;05/11/2023;5;2241;294,00
2797;05/11/2023;5;880;524,00
2798;07/11/2023;1;1;372,40
2799;07/11/2023;1;4;436,70
2800;07/11/2023;1;855;924,80
2801;07/11/2023;1;1349;46,50
2802;07/11/2023;1;1514;1.029,00
2803;07/11/2023;1;78;776,00
2804;07/11/2023;1;1929;271,60
2805;07/11/2023;1;1473;122,50
2806;07/11/2023;1;718;297,00
2807;07/11/2023;1;1942;703,80
2808;07/11/2023;1;16;222,30
2809;07/11/2023;1;993;102,30
2810;07/11/2023;1;128;2.057,00
2811;07/11/2023;1;428;270,00
2812;07/11/2023;1;1294;400,00
2813;07/11/2023;2;47;1.833,80
2814;07/11/2023;3;2167;25,00
2815;07/11/2023;3;961;782,30
2816;07/11/2023;3;781;320,00
2817;07/11/2023;4;2818;260,20
2818;07/11/2023;4;487;345,60
2819;07/11/2023;4;2718;388,00
2820;07/11/2023;4;156;29,10
2821;07/11/2023;5;1176;184,30
2822;07/11/2023;5;2552;116,40
2823;07/11/2023;5;2162;253,20
2824;07/11/2023;5;62;190,00
2825;07/11/2023;5;55;888,50
2826;07/11/2023;5;2050;108,90
2827;07/11/2023;5;898;135,80
2828;07/11/2023;5;69;48,50
2829;07/11/2023;5;1836;543,20
2830;08/11/2023;1;403;548,80
2831;08/11/2023;1;603;55,80
2832;08/11/2023;1;631;1.143,50
2833;08/11/2023;1;1498;660,40
2834;08/11/2023;1;1891;100,00
2835;08/11/2023;1;1382;507,40
2836;08/11/2023;1;4;97,00
2837;08/11/2023;1;16;192,00
2838;08/11/2023;1;1319;186,00
2839;08/11/2023;1;19;24,25
2840;08/11/2023;1;1084;734,85
2841;08/11/2023;1;272;1.440,40
2842;08/11/2023;1;1000;1.589,80
2843;08/11/2023;1;1478;1.060,40
2844;08/11/2023;1;588;50,00
2845;08/11/2023;1;307;261,90
2846;08/11/2023;1;1655;723,40
2847;08/11/2023;2;803;135,80
2848;08/11/2023;2;159;420,00
2849;08/11/2023;2;77;300,00
2850;08/11/2023;2;1976;108,50
2851;08/11/2023;2;231;232,80
2852;08/11/2023;2;150;540,00
2853;08/11/2023;2;275;573,20
2854;08/11/2023;2;117;294,00
2855;08/11/2023;2;867;368,00
2856;08/11/2023;2;117;200,00
2857;08/11/2023;2;124;1.007,50
2858;08/11/2023;2;107;97,00
2859;08/11/2023;2;79;97,00
2860;08/11/2023;2;115;315,25
2861;08/11/2023;2;145;1.157,00
2862;08/11/2023;2;168;1.027,50
2863;08/11/2023;2;56;640,20
2864;08/11/2023;2;164;308,50
2865;08/11/2023;2;99;99,00
2866;08/11/2023;3;2465;120,00
2867;08/11/2023;3;835;137,20
2868;08/11/2023;3;1004;170,00
2869;08/11/2023;3;1190;422,40
2870;08/11/2023;3;1004;1.947,70
2871;08/11/2023;4;461;930,80
2872;08/11/2023;4;411;1.271,65
2873;08/11/2023;4;107;46,50
2874;08/11/2023;4;452;232,80
2875;08/11/2023;4;307;50,00
2876;08/11/2023;4;288;60,00
2877;08/11/2023;4;381;112,80
2878;08/11/2023;5;153;274,40
2879;08/11/2023;5;2558;800,00
2880;08/11/2023;5;434;255,80
2881;08/11/2023;5;2852;89,10
2882;08/11/2023;5;1420;606,70
2883;08/11/2023;5;135;46,50
2884;08/11/2023;5;1454;294,00
2885;08/11/2023;5;2559;1.469,00
2886;08/11/2023;5;687;160,80
2887;08/11/2023;5;2242;48,50
2888;08/11/2023;5;2269;24,50
2889;08/11/2023;5;2149;620,80
2890;09/11/2023;1;610;301,60
2891;09/11/2023;1;1236;174,60
2892;09/11/2023;1;308;1.226,70
2893;09/11/2023;1;85;126,10
2894;09/11/2023;1;1624;160,00
2895;09/11/2023;1;1001;170,00
2896;09/11/2023;1;1035;349,20
2897;09/11/2023;1;1916;294,00
2898;09/11/2023;1;903;190,00
2899;09/11/2023;1;1449;508,90
2900;09/11/2023;1;347;749,00
2901;09/11/2023;1;1615;220,00
2902;09/11/2023;1;111;349,20
2903;09/11/2023;2;106;480,00
2904;09/11/2023;2;31;686,00
2905;09/11/2023;2;126;260,40
2906;09/11/2023;2;118;1.051,60
2907;09/11/2023;2;20;90,00
2908;09/11/2023;2;142;232,80
2909;09/11/2023;2;71;300,00
2910;09/11/2023;2;64;88,20
2911;09/11/2023;2;110;1.381,75
2912;09/11/2023;2;120;938,50
2913;09/11/2023;2;198;840,50
2914;09/11/2023;2;117;48,50
2915;09/11/2023;2;57;751,10
2916;09/11/2023;2;60;1.164,00
2917;09/11/2023;2;986;856,20
2918;09/11/2023;2;1294;784,00
2919;09/11/2023;2;473;490,00
2920;09/11/2023;2;43;116,40
2921;09/11/2023;2;52;97,00
2922;09/11/2023;2;317;190,00
2923;09/11/2023;2;165;113,35
2924;09/11/2023;3;643;339,50
2925;09/11/2023;3;2090;585,00
2926;09/11/2023;3;925;232,00
2927;09/11/2023;3;2092;438,00
2928;09/11/2023;3;1438;302,50
2929;09/11/2023;3;2221;440,00
2930;09/11/2023;3;1033;381,00
2931;09/11/2023;3;1057;116,40
2932;09/11/2023;3;1374;630,40
2933;09/11/2023;3;2088;271,60
2934;09/11/2023;4;390;1.649,00
2935;09/11/2023;4;2902;155,20
2936;09/11/2023;4;2838;360,00
2937;09/11/2023;4;447;1.142,20
2938;09/11/2023;4;247;280,00
2939;09/11/2023;5;1420;190,00
2940;09/11/2023;5;353;274,40
2941;09/11/2023;5;1684;349,20
2942;09/11/2023;5;253;352,80
2943;09/11/2023;5;658;60,00
2944;09/11/2023;5;1364;568,20
2945;09/11/2023;5;819;449,00
2946;09/11/2023;5;2542;295,85
2947;09/11/2023;5;102;176,40
2948;09/11/2023;5;2143;316,00
2949;09/11/2023;5;624;436,50
2950;10/11/2023;1;198;24,25
2951;10/11/2023;1;1090;1.252,60
2952;10/11/2023;1;811;614,10
2953;10/11/2023;1;1312;310,40
2954;10/11/2023;1;591;1.029,00
2955;10/11/2023;1;1489;216,40
2956;10/11/2023;1;162;300,00
2957;10/11/2023;1;52;826,60
2958;10/11/2023;1;791;328,50
2959;10/11/2023;1;1846;392,00
2960;10/11/2023;1;16;135,80
2961;10/11/2023;1;1031;347,80
2962;10/11/2023;1;1051;150,00
2963;10/11/2023;1;541;328,80
2964;10/11/2023;1;108;325,50
2965;10/11/2023;1;81;415,75
2966;10/11/2023;1;801;180,00
2967;10/11/2023;1;1981;116,40
2968;10/11/2023;1;1416;25,00
2969;10/11/2023;1;4;242,50
2970;10/11/2023;1;678;247,50
2971;10/11/2023;1;465;24,50
2972;10/11/2023;1;726;50,00
2973;10/11/2023;1;408;887,00
2974;10/11/2023;1;1946;1.786,40
2975;10/11/2023;1;1553;120,00
2976;10/11/2023;1;1907;200,00
2977;10/11/2023;1;749;771,40
2978;10/11/2023;1;1068;465,60
2979;10/11/2023;2;61;367,30
2980;10/11/2023;2;20;558,00
2981;10/11/2023;2;128;180,00
2982;10/11/2023;2;68;986,90
2983;10/11/2023;2;43;1.982,20
2984;10/11/2023;2;92;518,30
2985;10/11/2023;2;94;679,00
2986;10/11/2023;2;607;954,20
2987;10/11/2023;2;1052;328,50
2988;10/11/2023;2;199;120,00
2989;10/11/2023;2;68;114,00
2990;10/11/2023;2;159;330,80
2991;10/11/2023;2;140;166,10
2992;10/11/2023;2;25;561,10
2993;10/11/2023;2;100;616,40
2994;10/11/2023;2;122;110,00
2995;10/11/2023;2;1137;190,00
2996;10/11/2023;2;110;962,20
2997;10/11/2023;2;14;523,00
2998;10/11/2023;2;187;50,00
2999;10/11/2023;2;173;48,50
3000;10/11/2023;2;1690;1.530,40
